#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.11673.1	18847	264	0.28782	10.39444713592529	-1	0.0858304	noncoding
MSTRG.11674.1	63965	232	0.28755000000000003	8.908515357971194	1	0.885831	coding
MSTRG.11674.2	63936	232	0.28755000000000003	8.908515357971194	1	0.885831	coding
MSTRG.11674.3	63936	232	0.28755000000000003	8.908515357971194	1	0.885831	coding
MSTRG.11674.4	50147	232	0.28755000000000003	8.908515357971194	1	0.885831	coding
MSTRG.11675.1	32790	413	0.27595000000000003	11.999967765808105	1	0.895083	coding
MSTRG.11676.1	2813	87	0.31229999999999997	9.147693061828615	1	0.0686305	noncoding
MSTRG.11677.1	1913	94	0.3363	8.578050422668458	1	0.110102	noncoding
MSTRG.11678.1	3280	97	0.30132	7.58484516143799	1	0.0988209	noncoding
MSTRG.11679.1	158322	188	0.28243	8.365949440002442	1	0.678896	coding
MSTRG.11679.2	158322	188	0.28243	8.365949440002442	1	0.678896	coding
MSTRG.11680.1	12778	292	0.27887	9.694127082824707	1	0.945447	coding
MSTRG.11680.2	12767	292	0.27887	9.694127082824707	1	0.945447	coding
MSTRG.11681.1	715	133	0.27422	7.719553565979004	-1	0.175528	noncoding
MSTRG.11681.2	434	133	0.40965	7.719553565979004	-1	0.0923813	noncoding
MSTRG.11682.1	3451	87	0.33238999999999996	7.713073921203613	1	0.0818514	noncoding
MSTRG.11682.2	3451	87	0.33238999999999996	7.713073921203613	1	0.0818514	noncoding
MSTRG.11683.1	15451	115	0.28782	6.873164176940918	1	0.217112	noncoding
MSTRG.11684.1	910	35	0.407	7.8345365524292	1	0.0114187	noncoding
MSTRG.11685.1	3476	58	0.29178000000000004	7.747916221618653	1	0.0211006	noncoding
MSTRG.11686.1	2488	83	0.30544000000000004	5.410640144348144	1	0.117021	noncoding
MSTRG.11687.1	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.2	324979	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.3	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.4	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.5	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.6	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.7	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.8	314807	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.9	324979	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.10	84714	714	0.26806	10.90323162078857	1	0.999901	coding
MSTRG.11687.11	84714	714	0.26806	10.90323162078857	1	0.999901	coding
MSTRG.11687.12	84714	714	0.26806	10.90323162078857	1	0.999901	coding
MSTRG.11687.13	84713	714	0.26806	10.90323162078857	1	0.999901	coding
MSTRG.11687.14	84713	714	0.26806	10.90323162078857	1	0.999901	coding
MSTRG.11687.15	324962	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.16	314788	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.17	314781	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.18	324953	4180	0.26806	8.57179698944092	1	1	coding
MSTRG.11687.19	151549	2803	0.26806	9.901521873474117	1	1	coding
MSTRG.11688.1	1289	58	0.32974000000000003	7.91428394317627	1	0.0221324	noncoding
MSTRG.11689.1	4858	353	0.26972	6.494616508483887	-1	0.387697	noncoding
MSTRG.11689.2	4702	353	0.26807	6.494616508483887	-1	0.384522	noncoding
MSTRG.11689.3	4674	353	0.26807	6.494616508483887	-1	0.384522	noncoding
MSTRG.11689.4	1005	0	0.30944	0.0	-1	4.68953e-07	noncoding
MSTRG.11689.5	1005	0	0.30944	0.0	-1	4.68953e-07	noncoding
MSTRG.11689.6	1005	0	0.30944	0.0	-1	4.68953e-07	noncoding
MSTRG.11689.7	1003	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11689.8	1000	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11689.9	998	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11690.1	4728	344	0.26807	6.494616508483887	-1	0.374401	noncoding
MSTRG.11690.2	4407	344	0.27394999999999997	6.494616508483887	-1	0.384463	noncoding
MSTRG.11691.1	19776	223	0.26971	11.409243965148928	1	0.407456	noncoding
MSTRG.11692.1	507	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11693.1	15487	217	0.29337	7.999833488464356	1	0.90997	coding
MSTRG.11693.2	89101	347	0.26971	4.533898735046387	1	0.999992	coding
MSTRG.11694.1	409	117	0.35958999999999997	9.992680168151857	-1	0.161911	noncoding
MSTRG.11695.1	368	0	0.37075	0.0	-1	4.74108e-06	noncoding
MSTRG.11696.1	14741	106	0.23738	7.914735221862793	-1	0.174419	noncoding
MSTRG.11697.1	757	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11698.1	476	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11699.1	914	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11700.1	42663	298	0.26586000000000004	4.74869327545166	1	0.999867	coding
MSTRG.11701.1	39547	125	0.29367000000000004	7.791794013977051	1	0.23531	noncoding
MSTRG.11701.2	39325	125	0.29367000000000004	7.791794013977051	1	0.23531	noncoding
MSTRG.11701.3	29981	125	0.29367000000000004	7.791794013977051	1	0.23531	noncoding
MSTRG.11702.1	18695	485	0.26302000000000003	9.618054389953613	1	0.99913	coding
MSTRG.11703.1	54616	643	0.26467	9.055825614929198	1	0.999997	coding
MSTRG.11703.2	50364	643	0.26082	9.055825614929198	1	0.999995	coding
MSTRG.11704.1	625	57	0.34709999999999996	10.877960014343262	1	0.0368795	noncoding
MSTRG.11705.1	2849	111	0.27931	8.2353364944458	1	0.127073	noncoding
MSTRG.11706.1	49560	137	0.26601	9.88366413116455	1	0.176684	noncoding
MSTRG.11706.2	49220	137	0.26601	9.88366413116455	1	0.176684	noncoding
MSTRG.11706.3	48405	137	0.26601	9.88366413116455	1	0.176684	noncoding
MSTRG.11706.4	48321	137	0.26601	9.88366413116455	1	0.176684	noncoding
MSTRG.11706.5	34779	137	0.28302000000000005	9.88366413116455	1	0.204859	noncoding
MSTRG.11707.1	3171	107	0.34512	9.334715843200684	1	0.196245	noncoding
MSTRG.11708.1	18951	153	0.28243	11.999967765808105	1	0.151791	noncoding
MSTRG.11708.2	18930	153	0.28243	11.999967765808105	1	0.151791	noncoding
MSTRG.11709.1	21183	428	0.28590000000000004	9.071169090270995	1	0.999706	coding
MSTRG.11709.2	20942	428	0.29091	9.071169090270995	1	0.999794	coding
MSTRG.11709.3	20937	428	0.29091	9.071169090270995	1	0.999794	coding
MSTRG.11709.4	20918	428	0.29091	9.071169090270995	1	0.999794	coding
MSTRG.11710.1	233	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11711.1	30440	162	0.27234	9.20100841522217	1	0.347685	noncoding
MSTRG.11711.2	30435	162	0.27234	9.20100841522217	1	0.347685	noncoding
MSTRG.11712.1	52091	128	0.27234	10.097054481506348	1	0.149588	noncoding
MSTRG.11713.1	36074	787	0.26806	10.07204074859619	1	0.999999	coding
MSTRG.11713.2	36071	787	0.26806	10.07204074859619	1	0.999999	coding
MSTRG.11713.3	78685	787	0.26806	10.07204074859619	1	0.999999	coding
MSTRG.11713.4	196609	787	0.26601	10.07204074859619	1	0.999998	coding
MSTRG.11713.5	153962	787	0.26601	10.07204074859619	1	0.999998	coding
MSTRG.11713.6	196597	787	0.26601	10.07204074859619	1	0.999998	coding
MSTRG.11713.7	36055	787	0.26806	10.07204074859619	1	0.999999	coding
MSTRG.11713.8	26625	111	0.26829000000000003	9.840341377258298	1	0.103638	noncoding
MSTRG.11713.9	104882	274	0.26601	8.9072904586792	1	0.93219	coding
MSTRG.11713.10	103473	274	0.26601	8.9072904586792	1	0.93219	coding
MSTRG.11713.11	115793	320	0.26601	11.999967765808105	-1	0.00783207	noncoding
MSTRG.11713.12	87989	274	0.26601	8.9072904586792	1	0.93219	coding
MSTRG.11714.1	6165	96	0.28562000000000004	6.055194282531737	1	0.153792	noncoding
MSTRG.11715.1	31314	265	0.28947	8.880600547790529	1	0.961097	coding
MSTRG.11715.2	30871	265	0.28947	8.880600547790529	1	0.961097	coding
MSTRG.11715.3	30739	265	0.28947	8.880600547790529	1	0.961097	coding
MSTRG.11716.1	52742	137	0.26302000000000003	6.79904613494873	1	0.402551	noncoding
MSTRG.11716.2	72029	372	0.28278000000000003	4.0500284194946286	1	0.999999	coding
MSTRG.11717.1	18142	379	0.24265	5.302361869812012	1	0.999982	coding
MSTRG.11717.2	28216	379	0.26302000000000003	5.302361869812012	1	0.99999	coding
MSTRG.11717.3	28216	379	0.26302000000000003	5.302361869812012	1	0.99999	coding
MSTRG.11717.4	28216	379	0.26302000000000003	5.302361869812012	1	0.99999	coding
MSTRG.11717.5	471614	1261	0.26467	5.27274875640869	1	1	coding
MSTRG.11717.6	18142	379	0.24265	5.302361869812012	1	0.999982	coding
MSTRG.11717.7	117473	1185	0.25966	4.783365058898925	1	1	coding
MSTRG.11717.8	207431	1185	0.26302000000000003	4.783365058898925	1	1	coding
MSTRG.11717.9	378580	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.10	16645	129	0.2921	9.236272621154786	1	0.202754	noncoding
MSTRG.11717.11	62890	220	0.29595000000000005	9.057243919372556	1	0.860383	coding
MSTRG.11717.12	134593	251	0.29595000000000005	8.769779396057132	1	0.955092	coding
MSTRG.11717.13	170782	251	0.29595000000000005	8.769779396057132	1	0.955092	coding
MSTRG.11717.14	234059	1261	0.29595000000000005	5.27274875640869	1	1	coding
MSTRG.11717.15	170777	251	0.29595000000000005	8.769779396057132	1	0.955092	coding
MSTRG.11717.16	198571	1261	0.29595000000000005	5.27274875640869	1	1	coding
MSTRG.11717.17	140946	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.18	140681	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.19	140029	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.20	138694	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.21	39223	123	0.27234	7.933237648010254	1	0.188695	noncoding
MSTRG.11717.22	95916	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11717.23	67500	1261	0.29091	5.27274875640869	1	1	coding
MSTRG.11718.1	995	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11719.1	283	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11720.1	3253	113	0.33161	10.303804588317867	1	0.190748	noncoding
MSTRG.11721.1	68396	418	0.28782	9.819904899597166	1	0.998844	coding
MSTRG.11722.1	7619	141	0.32762	9.503623008728027	1	0.40612	noncoding
MSTRG.11723.1	230	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11724.1	312	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11725.1	398	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11726.1	1327	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11727.1	261	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11728.1	30846	313	0.28279000000000004	11.539147758483889	-1	0.0245404	noncoding
MSTRG.11729.1	48072	876	0.26302000000000003	11.333622550964353	1	0.999939	coding
MSTRG.11730.1	19726	246	0.25966	10.32495021820068	1	0.638524	coding
MSTRG.11730.2	19720	246	0.25966	10.32495021820068	1	0.638524	coding
MSTRG.11730.3	19720	246	0.25966	10.32495021820068	1	0.638524	coding
MSTRG.11730.4	19698	246	0.25966	10.32495021820068	1	0.638524	coding
MSTRG.11731.1	11746	128	0.29676	9.923892402648924	1	0.192393	noncoding
MSTRG.11731.2	29974	439	0.26806	4.0500284194946286	1	1	coding
MSTRG.11732.1	26319	853	0.26806	7.630145835876465	1	1	coding
MSTRG.11732.2	25917	853	0.26806	7.630145835876465	1	1	coding
MSTRG.11732.3	26310	853	0.26806	7.630145835876465	1	1	coding
MSTRG.11732.4	26297	853	0.26806	7.630145835876465	1	1	coding
MSTRG.11732.5	18945	853	0.24830000000000002	7.630145835876465	1	1	coding
MSTRG.11733.1	10851	215	0.28698000000000007	9.49653148651123	1	0.754768	coding
MSTRG.11734.1	4548	75	0.37065	8.692933082580566	1	0.0718061	noncoding
MSTRG.11735.1	6756	107	0.27619000000000005	9.95154933929443	1	0.0972777	noncoding
MSTRG.11735.2	6756	107	0.27619000000000005	9.95154933929443	1	0.0972777	noncoding
MSTRG.11735.3	6756	107	0.27619000000000005	9.95154933929443	1	0.0972777	noncoding
MSTRG.11735.4	6756	107	0.27619000000000005	9.95154933929443	1	0.0972777	noncoding
MSTRG.11736.1	507	135	0.36854	6.4817708969116214	1	0.731159	coding
MSTRG.11737.1	5347	160	0.29696	10.345902442932129	1	0.354337	noncoding
MSTRG.11737.2	6359	212	0.28315	8.751921653747559	1	0.795395	coding
MSTRG.11737.3	1860	78	0.32702000000000003	6.224403953552247	1	0.0697333	noncoding
MSTRG.11737.4	6337	212	0.28315	8.751921653747559	1	0.795395	coding
MSTRG.11738.1	131376	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.2	200303	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.3	157799	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.4	157784	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.5	130613	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.6	200247	667	0.27115	8.19020862579346	1	1	coding
MSTRG.11738.7	96707	667	0.26467	8.19020862579346	1	1	coding
MSTRG.11738.8	20105	667	0.25966	8.19020862579346	1	1	coding
MSTRG.11738.9	35028	347	0.26467	6.69747486114502	1	0.9996	coding
MSTRG.11738.10	85229	466	0.26467	9.100695610046387	1	0.999529	coding
MSTRG.11738.11	217661	466	0.29091	9.100695610046387	1	0.999937	coding
MSTRG.11738.12	81950	239	0.29595000000000005	8.888336753845216	1	0.929857	coding
MSTRG.11738.13	64004	239	0.29595000000000005	8.888336753845216	1	0.929857	coding
MSTRG.11739.1	76978	294	0.28698000000000007	6.491604042053221	1	0.998862	coding
MSTRG.11740.1	26579	137	0.28302000000000005	8.390769767761231	1	0.263511	noncoding
MSTRG.11741.1	26197	194	0.29367000000000004	6.006142234802245	1	0.947477	coding
MSTRG.11741.2	26197	194	0.29367000000000004	6.006142234802245	1	0.947477	coding
MSTRG.11741.3	22700	194	0.29367000000000004	6.006142234802245	1	0.947477	coding
MSTRG.11741.4	22542	194	0.29367000000000004	6.006142234802245	1	0.947477	coding
MSTRG.11741.5	22496	194	0.29367000000000004	6.006142234802245	1	0.947477	coding
MSTRG.11742.1	62985	432	0.28243	7.938652992248535	1	0.999951	coding
MSTRG.11743.1	80079	155	0.26601	11.999967765808105	-1	0.0403203	noncoding
MSTRG.11743.2	63842	119	0.25341	11.999967765808105	1	0.0944343	noncoding
MSTRG.11743.3	59212	119	0.25341	11.999967765808105	1	0.0944343	noncoding
MSTRG.11743.4	62438	119	0.25341	11.999967765808105	1	0.0944343	noncoding
MSTRG.11743.5	80070	155	0.26601	11.999967765808105	-1	0.0403203	noncoding
MSTRG.11744.1	19070	155	0.25894	11.999967765808105	-1	0.0340505	noncoding
MSTRG.11745.1	21507	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.2	21499	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.3	21499	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.4	21499	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.5	21484	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.6	21484	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.7	21474	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.8	16437	131	0.26730000000000004	7.811521339416504	1	0.239452	noncoding
MSTRG.11745.9	16012	131	0.26189	7.811521339416504	1	0.236689	noncoding
MSTRG.11745.10	9863	131	0.27234	7.811521339416504	1	0.243774	noncoding
MSTRG.11745.11	4993	57	0.26189	4.436874580383301	1	0.122465	noncoding
MSTRG.11746.1	17908	303	0.28926	5.989829444885253	1	0.99964	coding
MSTRG.11746.2	61532	438	0.28926	9.431547355651855	1	0.999694	coding
MSTRG.11747.1	2075	132	0.27928	9.731905555725099	1	0.180407	noncoding
MSTRG.11748.1	1431	34	0.36872000000000005	4.867714118957519	1	0.0135212	noncoding
MSTRG.11749.1	40283	183	0.28863000000000005	9.187212181091308	1	0.580697	coding
MSTRG.11749.2	28217	150	0.29268	6.5212739944458	1	0.617808	coding
MSTRG.11749.3	35562	183	0.28863000000000005	9.187212181091308	1	0.580697	coding
MSTRG.11749.4	11346	183	0.31817	9.187212181091308	1	0.747078	coding
MSTRG.11750.1	5318	108	0.26302000000000003	9.302094841003417	1	0.0982058	noncoding
MSTRG.11751.1	6460	75	0.2831	9.07632656097412	1	0.040718	noncoding
MSTRG.11751.2	6377	75	0.2831	9.07632656097412	1	0.040718	noncoding
MSTRG.11751.3	6377	75	0.2831	9.07632656097412	1	0.040718	noncoding
MSTRG.11752.1	41093	343	0.26467	9.807978248596193	1	0.967546	coding
MSTRG.11753.1	2777	78	0.28159	6.071677589416503	1	0.0755016	noncoding
MSTRG.11754.1	16826	255	0.28926	7.748598289489746	1	0.978969	coding
MSTRG.11754.2	16826	255	0.28926	7.748598289489746	1	0.978969	coding
MSTRG.11755.1	147744	391	0.28279000000000004	9.187856864929199	1	0.998625	coding
MSTRG.11755.2	148647	391	0.28279000000000004	9.187856864929199	1	0.998625	coding
MSTRG.11755.3	151281	391	0.28279000000000004	9.187856864929199	1	0.998625	coding
MSTRG.11756.1	62646	263	0.26829000000000003	4.0500284194946286	1	0.999767	coding
MSTRG.11756.2	238994	497	0.26829000000000003	6.695030784606933	1	0.999999	coding
MSTRG.11756.3	59367	263	0.26829000000000003	4.0500284194946286	1	0.999767	coding
MSTRG.11756.4	198108	497	0.26829000000000003	6.695030784606933	1	0.999999	coding
MSTRG.11756.5	135437	497	0.26994	6.695030784606933	1	0.999999	coding
MSTRG.11756.6	29596	108	0.25734	9.899652290344235	1	0.0956283	noncoding
MSTRG.11756.7	67975	862	0.24830000000000002	8.98768253326416	1	1	coding
MSTRG.11756.8	13026	98	0.25734	9.897395896911618	1	0.0780069	noncoding
MSTRG.11757.1	28542	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.2	28538	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.3	28538	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.4	28528	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.5	28528	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.6	28518	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.7	28515	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.8	24705	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11757.9	13947	127	0.31432000000000004	8.340162086486817	1	0.276065	noncoding
MSTRG.11757.10	13800	127	0.31432000000000004	8.340162086486817	1	0.276065	noncoding
MSTRG.11758.1	24370	127	0.28562000000000004	8.340162086486817	1	0.207787	noncoding
MSTRG.11759.1	18526	302	0.29488000000000003	6.683890342712403	1	0.999245	coding
MSTRG.11760.1	14012	470	0.31961	5.769009971618652	1	1	coding
MSTRG.11761.1	8717	197	0.26302000000000003	5.939697456359863	1	0.939059	coding
MSTRG.11761.2	8454	197	0.26302000000000003	5.939697456359863	1	0.939059	coding
MSTRG.11761.3	8451	197	0.26302000000000003	5.939697456359863	1	0.939059	coding
MSTRG.11761.4	8423	197	0.26806	5.939697456359863	1	0.940954	coding
MSTRG.11761.5	8390	197	0.26806	5.939697456359863	1	0.940954	coding
MSTRG.11762.1	10146	108	0.30796	4.532932472229004	1	0.476562	noncoding
MSTRG.11762.2	10146	108	0.30796	4.532932472229004	1	0.476562	noncoding
MSTRG.11762.3	10235	108	0.30796	4.532932472229004	1	0.476562	noncoding
MSTRG.11763.1	22216	184	0.27042000000000005	9.466231346130371	1	0.462443	noncoding
MSTRG.11763.2	41663	376	0.26326000000000005	11.000063133239745	1	0.921726	coding
MSTRG.11764.1	16344	144	0.28443	9.459397697448733	1	0.259214	noncoding
MSTRG.11764.2	16344	144	0.28443	9.459397697448733	1	0.259214	noncoding
MSTRG.11764.3	10694	144	0.26586000000000004	9.459397697448733	1	0.217997	noncoding
MSTRG.11765.1	12565	186	0.27575000000000005	11.292169380187985	1	0.303813	noncoding
MSTRG.11765.2	12165	186	0.27575000000000005	11.292169380187985	1	0.303813	noncoding
MSTRG.11765.3	12165	186	0.27575000000000005	11.292169380187985	1	0.303813	noncoding
MSTRG.11765.4	12165	186	0.27575000000000005	11.292169380187985	1	0.303813	noncoding
MSTRG.11765.5	11860	186	0.27575000000000005	11.292169380187985	1	0.303813	noncoding
MSTRG.11765.6	9094	186	0.27651000000000003	11.292169380187985	1	0.306829	noncoding
MSTRG.11766.1	5350	273	0.30465	10.038323783874514	1	0.957847	coding
MSTRG.11767.1	30394	386	0.26326000000000005	5.275022315979004	1	0.999993	coding
MSTRG.11767.2	30391	386	0.26326000000000005	5.275022315979004	1	0.999993	coding
MSTRG.11768.1	33842	202	0.28496	11.999967765808105	1	0.298436	noncoding
MSTRG.11768.2	33834	202	0.28496	11.999967765808105	1	0.298436	noncoding
MSTRG.11769.1	5982	398	0.32846	9.517999458312985	1	0.999918	coding
MSTRG.11770.1	84593	454	0.26829000000000003	6.503994941711425	1	0.999997	coding
MSTRG.11771.1	26170	220	0.29268	7.98926067352295	1	0.918072	coding
MSTRG.11772.1	8325	156	0.30781000000000003	5.134743690490722	1	0.880982	coding
MSTRG.11773.1	21939	242	0.26578	4.0500284194946286	1	0.999341	coding
MSTRG.11773.2	12368	236	0.26601	7.644071388244629	1	0.929504	coding
MSTRG.11774.1	36949	620	0.2916	9.877023887634277	1	0.999997	coding
MSTRG.11774.2	29032	620	0.2916	9.877023887634277	1	0.999997	coding
MSTRG.11774.3	28497	620	0.2916	9.877023887634277	1	0.999997	coding
MSTRG.11774.4	25602	138	0.29111000000000004	9.3782320022583	1	0.246226	noncoding
MSTRG.11774.5	33409	138	0.29111000000000004	9.3782320022583	1	0.246226	noncoding
MSTRG.11774.6	14662	127	0.29111000000000004	6.797113609313963	1	0.32966	noncoding
MSTRG.11775.1	3054	70	0.32314	6.692814064025879	1	0.0409864	noncoding
MSTRG.11775.2	5905	103	0.30816	8.738383293151855	1	0.114305	noncoding
MSTRG.11776.1	31862	244	0.27623000000000003	11.999967765808105	1	0.402355	noncoding
MSTRG.11777.1	35742	254	0.27081000000000005	5.573881721496581	1	0.996904	coding
MSTRG.11778.1	14034	262	0.26302000000000003	11.433741950988772	1	0.515804	coding
MSTRG.11779.1	565	74	0.3873	10.886663246154786	1	0.0979383	noncoding
MSTRG.11780.1	22311	115	0.29187	6.495071220397949	1	0.25338	noncoding
MSTRG.11780.2	22027	115	0.29691	6.495071220397949	1	0.257812	noncoding
MSTRG.11780.3	22027	115	0.29691	6.495071220397949	1	0.257812	noncoding
MSTRG.11780.4	21961	115	0.29691	6.495071220397949	1	0.257812	noncoding
MSTRG.11781.1	523	40	0.32481	11.903071784973143	1	0.020403	noncoding
MSTRG.11782.1	100397	379	0.27081000000000005	9.781546211242674	1	0.99067	coding
MSTRG.11782.2	213697	379	0.26829000000000003	9.781546211242674	1	0.9892	coding
MSTRG.11782.3	29373	156	0.28279000000000004	5.3557336807250975	1	0.835224	coding
MSTRG.11782.4	29373	156	0.28279000000000004	5.3557336807250975	1	0.835224	coding
MSTRG.11782.5	213694	379	0.26829000000000003	9.781546211242674	1	0.9892	coding
MSTRG.11782.6	37802	379	0.26806	9.781546211242674	1	0.989056	coding
MSTRG.11782.7	9820	100	0.26829000000000003	9.38242244720459	-1	0.159036	noncoding
MSTRG.11782.8	426	100	0.36445	9.38242244720459	-1	0.130699	noncoding
MSTRG.11783.1	1656	184	0.28584	7.96785717010498	1	0.710368	coding
MSTRG.11784.1	6366	173	0.29367000000000004	8.91341495513916	1	0.554717	coding
MSTRG.11785.1	16497	131	0.2818	9.299773979187012	1	0.190931	noncoding
MSTRG.11785.2	16443	131	0.2818	9.299773979187012	1	0.190931	noncoding
MSTRG.11786.1	114789	260	0.26730000000000004	5.823063850402832	1	0.996452	coding
MSTRG.11786.2	49794	147	0.27135000000000004	8.85700511932373	1	0.274028	noncoding
MSTRG.11786.3	103142	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.4	103142	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.5	103142	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.6	103141	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.7	103083	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.8	88497	260	0.27115	5.823063850402832	1	0.996705	coding
MSTRG.11786.9	54014	222	0.28706000000000004	5.764008140563964	1	0.987441	coding
MSTRG.11787.1	5222	104	0.28923	8.43499507904053	1	0.104344	noncoding
MSTRG.11788.1	8995	151	0.28302000000000005	11.46604061126709	-1	0.0818071	noncoding
MSTRG.11789.1	2494	93	0.34764	8.8819543838501	1	0.120724	noncoding
MSTRG.11790.1	36191	247	0.28507000000000005	10.057277488708493	1	0.833207	coding
MSTRG.11790.2	5771	154	0.31149000000000004	8.88124523162842	1	0.481265	noncoding
MSTRG.11790.3	230705	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.4	100368	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.5	100368	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.6	193762	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.7	56552	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.8	190101	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.9	53331	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.10	53331	429	0.28554	7.861613273620606	1	0.999961	coding
MSTRG.11790.11	8556	72	0.24830000000000002	9.422006034851073	1	0.0462734	noncoding
MSTRG.11790.12	37096	277	0.26601	10.255130958557128	1	0.816622	coding
MSTRG.11791.1	18695	214	0.27959	11.456305885314944	1	0.418379	noncoding
MSTRG.11791.2	18664	214	0.27959	11.456305885314944	1	0.418379	noncoding
MSTRG.11791.3	9800	155	0.28091	9.336778831481933	1	0.322109	noncoding
MSTRG.11792.1	6257	368	0.37546999999999997	7.146332359313964	1	0.999999	coding
MSTRG.11792.2	6174	368	0.37546999999999997	7.146332359313964	1	0.999999	coding
MSTRG.11792.3	6170	368	0.37546999999999997	7.146332359313964	1	0.999999	coding
MSTRG.11792.4	6170	368	0.37546999999999997	7.146332359313964	1	0.999999	coding
MSTRG.11792.5	6136	368	0.37546999999999997	7.146332359313964	1	0.999999	coding
MSTRG.11792.6	6121	368	0.37795	7.146332359313964	1	0.999999	coding
MSTRG.11793.1	2908	69	0.32101	11.646552085876465	1	0.0441005	noncoding
MSTRG.11794.1	3263	357	0.34765999999999997	8.869834327697756	1	0.999944	coding
MSTRG.11795.1	896	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.11796.1	42307	277	0.28279000000000004	8.014145469665529	1	0.985005	coding
MSTRG.11796.2	8152	277	0.31894	8.014145469665529	1	0.996587	coding
MSTRG.11796.3	8151	277	0.31894	8.014145469665529	1	0.996587	coding
MSTRG.11796.4	8151	277	0.31894	8.014145469665529	1	0.996587	coding
MSTRG.11796.5	5536	96	0.30162	9.621406745910644	1	0.0857664	noncoding
